Year,Region,Country,Brand,EV_Sales,Charging_Stations,Market_Share
2020,Europe,Sweden,Tesla,33166,4621,7.32
2025,Oceania,New Zealand,Kia,57100,4920,18.36
2017,Asia,South Korea,Kia,70328,5524,20.97
2015,South America,Brazil,Tesla,93423,12015,7.11
2018,Oceania,New Zealand,Hyundai,97862,6832,5.61
2023,North America,Canada,Hyundai,526,127,4.49
2017,Europe,France,Volkswagen,12608,750,5.8
2023,Africa,South Africa,Volkswagen,14970,1950,7.41
2021,Asia,China,Kia,30285,2499,21.85
2018,Oceania,Australia,Volkswagen,2753,516,19.48
2017,Africa,Egypt,Volkswagen,65038,4277,1.04
2024,Asia,China,Rivian,65389,10420,21.98
2019,Africa,South Africa,BYD,20526,4200,2.89
2019,Europe,Germany,Kia,53307,12794,16.73
2017,Oceania,New Zealand,Hyundai,63378,12023,4.64
2023,Oceania,New Zealand,Rivian,44758,3128,2.49
2018,Asia,India,Hyundai,95310,6452,19.23
2025,Africa,Egypt,Volkswagen,46647,9157,12.21
2019,Europe,UK,BYD,45917,4273,15.38
2018,North America,Canada,Volkswagen,1586,221,11.21
2019,Oceania,New Zealand,Volkswagen,24906,6110,2.61
2021,North America,Mexico,BMW,87487,18720,18.75
2023,Europe,Norway,BMW,75943,16655,20.69
2021,Oceania,New Zealand,BYD,73159,16252,1.99
2019,Oceania,New Zealand,BYD,92338,16058,10.02
2024,Africa,Egypt,BMW,7584,1507,14.38
2024,North America,USA,BMW,85883,10459,15.52
2021,Africa,South Africa,BMW,53993,13481,14.88
2024,South America,Chile,BMW,23305,2468,17.63
2019,North America,Canada,Kia,62286,10464,24.2
2017,North America,USA,Kia,14748,1569,10.37
2021,South America,Chile,Volkswagen,70503,5105,14.36
2025,Europe,Sweden,Nissan,25884,4232,17.78
2025,Europe,Norway,Volkswagen,3396,409,15.22
2016,Oceania,Australia,BYD,10862,1810,10.28
2023,Asia,Japan,Tesla,85548,13836,15.98
2024,Africa,Egypt,Nissan,86675,13733,16.6
2024,Asia,India,Tesla,56532,4220,15.04
2015,Oceania,Australia,Tesla,61522,8492,5.92
2020,Asia,South Korea,Hyundai,83754,17789,13.14
2021,North America,USA,Rivian,91129,10300,22.22
2022,North America,Canada,BYD,89498,12419,21.85
2024,South America,Brazil,Kia,83708,12452,19.02
2023,South America,Brazil,Nissan,9437,2100,17.73
2016,Oceania,New Zealand,Volkswagen,47891,8674,4.68
2025,Oceania,Australia,BYD,94579,6624,12.03
2024,Oceania,New Zealand,BMW,88067,19641,3.66
2016,North America,USA,BYD,39196,8482,20.61
2019,Asia,South Korea,Tesla,54454,10930,7.99
2019,Africa,South Africa,Kia,83117,11903,19.4
2020,Oceania,Australia,BMW,11726,2362,20.55
2017,Oceania,Australia,BYD,17358,2529,22.42
2022,North America,USA,BYD,96368,19015,19.09
2015,Africa,South Africa,Kia,57348,12961,14.55
2020,North America,Mexico,Tesla,39800,9078,15.36
2018,Africa,Egypt,Volkswagen,41970,5914,8.69
2015,North America,Canada,BMW,25613,5682,5.25
2021,Asia,Japan,Tesla,52596,3697,4.14
2023,Oceania,New Zealand,Kia,22516,1584,5.37
2018,Europe,Germany,BYD,71420,11402,23.41
2018,Europe,Norway,Volkswagen,18250,3291,4.95
2020,Oceania,New Zealand,Nissan,17945,1446,18.37
2017,Oceania,New Zealand,Nissan,94940,13712,5.43
2020,Oceania,New Zealand,Hyundai,35575,2450,24.41
2021,Oceania,Australia,Rivian,17191,2929,9.8
2025,Africa,Egypt,Nissan,95110,21021,10.89
2024,Asia,South Korea,Kia,75224,14858,10.71
2024,Europe,Norway,Rivian,26360,3312,20.6
2017,South America,Brazil,Kia,30671,7629,6.24
2021,Europe,UK,Kia,29921,5463,20.94
2017,Europe,UK,BMW,42589,9073,16.77
2016,North America,USA,Hyundai,32490,5976,6.29
2024,Oceania,New Zealand,BMW,66339,16444,2.57
2018,Oceania,New Zealand,Volkswagen,6986,1496,19.6
2022,Oceania,New Zealand,Rivian,71602,11018,6.26
2023,North America,Canada,Nissan,87577,10804,22.34
2021,Asia,India,Volkswagen,69927,13036,4.11
2015,Asia,South Korea,Rivian,9546,1604,15.79
2017,South America,Brazil,Rivian,30241,5318,17.61
2023,Asia,China,Nissan,59589,7067,16.78
2015,Asia,South Korea,BYD,6224,844,8.58
2023,Oceania,New Zealand,BMW,48847,7894,22.01
2022,Africa,South Africa,Tesla,23164,5046,19.48
2015,Europe,France,Volkswagen,71386,14461,13.24
2020,Asia,Japan,BYD,80061,5902,15.48
2019,Asia,Japan,BMW,94261,9342,14.59
2020,North America,Canada,Rivian,9664,534,23.72
2024,South America,Chile,Kia,75406,3890,22.51
2019,Africa,South Africa,Hyundai,33372,3166,6.65
2020,North America,Mexico,Volkswagen,90866,19069,7.31
2019,Oceania,New Zealand,BMW,89991,20783,24.55
2025,Europe,Germany,Hyundai,60379,7749,6.68
2019,South America,Brazil,Volkswagen,47537,7731,23.88
2018,North America,USA,Hyundai,23485,4490,16.59
2017,Asia,India,Volkswagen,89091,21434,2.2
2017,Asia,South Korea,Nissan,91202,21212,9.06
2018,South America,Chile,Tesla,58368,3586,12.43
2023,Asia,China,Volkswagen,78425,7813,20.99
2016,North America,Mexico,Rivian,19847,1187,8.89
2023,North America,Canada,BMW,42123,7300,8.45
2015,Asia,Japan,Tesla,16860,3238,23.09
2015,Asia,Japan,Hyundai,14714,1642,2.9
2019,Oceania,Australia,Nissan,27722,6120,14.24
2020,Europe,UK,Volkswagen,72779,10230,13.1
2020,South America,Brazil,Tesla,34803,8689,2.38
2017,North America,Canada,BYD,15198,761,3.11
2021,South America,Chile,Hyundai,30102,2164,10.17
2023,Oceania,Australia,BYD,15447,1704,4.22
2025,North America,USA,Kia,52838,2911,12.47
2024,Oceania,Australia,Tesla,36037,7440,15.61
2022,Oceania,New Zealand,Tesla,22969,1390,17.59
2020,Africa,South Africa,Tesla,6986,1395,14.12
2022,Asia,Japan,Kia,73277,4434,10.11
2019,Africa,South Africa,Rivian,96890,9741,4.11
2022,South America,Chile,BMW,19871,4336,6.94
2024,South America,Brazil,Hyundai,33024,7932,11.07
2018,Asia,Japan,Hyundai,65601,8718,23.18
2024,Africa,Egypt,Volkswagen,22974,5605,5.86
2022,South America,Chile,Volkswagen,78703,13802,10.92
2024,Africa,South Africa,Volkswagen,79837,10631,18.58
2016,Asia,South Korea,Hyundai,47641,10031,17.92
2019,North America,Mexico,BMW,4905,534,24.17
2023,Oceania,New Zealand,Rivian,2653,273,5.58
2018,Oceania,Australia,Tesla,25631,4647,1.4
2025,Africa,South Africa,Tesla,20180,2585,8.74
2020,South America,Chile,Kia,85733,6617,4.59
2015,Africa,Egypt,BYD,54144,3432,14.16
2023,Africa,Egypt,BMW,28783,5974,22.57
2015,Europe,Sweden,Nissan,94480,17496,17.52
2019,Oceania,New Zealand,BMW,60857,8055,4.26
2018,Asia,Japan,Kia,88399,20265,3.79
2017,Africa,South Africa,Rivian,20146,2662,22.87
2020,Europe,UK,BYD,40304,7740,12.7
2016,Europe,Norway,BYD,16536,3833,23.17
2017,Oceania,Australia,Volkswagen,7226,1576,18.67
2019,Oceania,Australia,Volkswagen,41660,6341,24.84
2023,Oceania,New Zealand,BYD,18774,3494,21.91
2016,Asia,China,Tesla,90623,12028,10.94
2024,Europe,UK,Nissan,87591,15717,19.2
2022,South America,Brazil,BYD,10668,1082,12.31
2016,Asia,South Korea,Hyundai,15603,2136,6.59
2025,North America,Mexico,Tesla,91937,8449,6.78
2019,Africa,South Africa,Rivian,31067,1790,10.54
2021,Oceania,Australia,Rivian,79243,13289,3.68
2022,Europe,France,Nissan,24191,5391,5.27
2015,Africa,Egypt,Hyundai,69592,3835,13.01
2020,Asia,South Korea,Nissan,40572,3619,23.89
2015,North America,USA,Kia,54618,7757,14.86
2016,Asia,Japan,Nissan,33633,6160,10.8
2015,Asia,Japan,Hyundai,16393,1381,6.82
2025,South America,Brazil,BMW,81902,5023,5.7
2019,Africa,South Africa,Nissan,1156,177,16.8
2024,South America,Chile,BMW,41620,8895,21.36
2023,Asia,China,Nissan,81132,4628,10.57
2020,North America,Mexico,Kia,58018,6954,14.22
2025,Europe,UK,Hyundai,81483,14887,17.96
2025,Europe,Norway,Nissan,20354,1549,2.4
2015,Africa,Egypt,BYD,53712,5220,9.42
2015,Oceania,New Zealand,Kia,88019,13827,18.51
2016,Oceania,Australia,BYD,50196,12079,17.43
2023,Europe,Norway,Rivian,97232,10449,2.28
2017,Asia,Japan,Rivian,78082,11517,6.71
2015,Asia,South Korea,Kia,66992,8708,17.32
2019,South America,Brazil,Kia,58295,13377,7.51
2021,Africa,South Africa,Volkswagen,25060,1613,20.55
2020,South America,Brazil,Nissan,90211,14725,1.71
2015,Oceania,New Zealand,Hyundai,87331,19145,5.57
2019,Europe,Sweden,Volkswagen,80891,20030,7.75
2019,Asia,South Korea,Hyundai,51817,9832,23.21
2020,Europe,Norway,Tesla,84039,10587,20.11
2017,North America,USA,Hyundai,79072,10466,22.22
2019,Europe,Norway,BMW,79880,9612,11.57
2021,North America,USA,Nissan,1145,195,20.74
2019,South America,Brazil,BYD,33646,6657,21.48
2019,South America,Chile,Hyundai,40377,8636,10.6
2019,Oceania,Australia,BYD,53236,7097,24.87
2024,Europe,France,Tesla,45193,8737,21.43
2024,Europe,Norway,Nissan,83560,19489,24.38
2017,North America,Canada,Hyundai,20619,4828,21.8
2015,South America,Brazil,Volkswagen,48179,9192,19.63
2019,North America,USA,BYD,92625,16429,23.65
2023,South America,Brazil,Volkswagen,83081,12985,11.08
2015,North America,Canada,Kia,13663,1183,19.8
2017,South America,Chile,Volkswagen,90623,6771,6.11
2018,North America,USA,Hyundai,87629,12893,18.59
2015,South America,Brazil,Tesla,99191,8122,19.85
2015,Africa,Egypt,Volkswagen,31302,5177,18.2
2022,North America,Canada,Kia,52675,9436,21.4
2016,Europe,Norway,BYD,94445,14650,10.92
2022,Oceania,Australia,BYD,10611,607,14.07
2021,Africa,Egypt,Nissan,60436,3719,1.26
2024,Africa,South Africa,Volkswagen,66026,4797,4.51
2024,North America,Mexico,Volkswagen,21619,1745,16.46
2016,Oceania,Australia,Nissan,90711,22494,14.5
2020,Europe,Sweden,BYD,62396,7418,5.74
2020,Africa,South Africa,Kia,36039,3906,6.84
2017,Europe,Germany,Rivian,89683,5421,9.26
2025,South America,Brazil,Volkswagen,55887,9895,18.19
2016,Oceania,New Zealand,Rivian,92989,16778,15.63
2015,Asia,China,Nissan,43323,3686,2.67
2020,South America,Chile,Rivian,70055,16382,19.24
2019,Oceania,Australia,BYD,86690,18213,7.3
2025,North America,Canada,Kia,47918,4603,17.12
2023,North America,Mexico,BMW,94370,13888,3.96
2015,Europe,Germany,Hyundai,49195,6969,24.95
2021,Africa,South Africa,Volkswagen,62436,7473,2.93
2019,Asia,India,BMW,16918,3612,18.8
2019,North America,Mexico,BMW,27242,1957,13.99
2016,Oceania,Australia,Hyundai,79718,10607,3.06
2025,Africa,Egypt,BYD,48528,6580,1.64
2017,Africa,Egypt,Rivian,78200,11240,9.7
2021,Oceania,New Zealand,BYD,8118,1804,20.25
2020,Africa,South Africa,Nissan,69416,6499,1.99
2016,North America,Mexico,Tesla,55128,3891,17.91
2020,Oceania,Australia,BYD,89963,15614,16.73
2016,Oceania,New Zealand,Rivian,81199,6882,7.37
2016,Europe,Norway,Hyundai,85596,5562,2.86
2016,Asia,China,Tesla,15225,2060,22.97
2025,Europe,UK,Hyundai,41635,3910,8.21
2017,Asia,India,Hyundai,70723,8645,3.67
2016,Oceania,New Zealand,Hyundai,46469,4737,17.36
2018,Africa,Egypt,Volkswagen,95998,6578,6.2
2023,Asia,China,Volkswagen,67622,10959,12.42
2020,Oceania,New Zealand,Tesla,8556,474,2.21
2015,Oceania,New Zealand,BMW,71458,17383,24.83
2022,Europe,France,Rivian,86078,10180,11.74
2021,Europe,Norway,Volkswagen,60846,11501,24.98
2024,Africa,South Africa,Kia,1452,307,10.26
2017,South America,Brazil,Hyundai,95568,10113,9.35
2015,North America,Canada,Rivian,13021,2600,22.95
2019,South America,Chile,Volkswagen,11406,2469,8.91
2018,South America,Brazil,Nissan,69014,6781,11.37
2024,Africa,Egypt,BYD,43269,10752,2.87
2022,Asia,Japan,Kia,31775,1720,23.93
2015,Africa,Egypt,Rivian,44266,4134,3.04
2024,Africa,South Africa,BYD,12843,2645,19.51
2015,Oceania,Australia,BYD,77987,6927,13.93
2018,Oceania,Australia,Tesla,80727,15310,2.47
2022,Oceania,New Zealand,Nissan,77556,17148,1.04
2019,North America,Mexico,Nissan,77362,18709,23.45
2016,Asia,China,Kia,31021,4493,18.81
2020,Asia,South Korea,Nissan,1305,318,17.47
2019,Oceania,New Zealand,Nissan,36368,4812,11.53
2016,South America,Brazil,Rivian,34843,3262,6.73
2025,North America,USA,Nissan,77958,11910,17.32
2025,South America,Chile,Kia,74827,13466,15.6
2025,Europe,France,BMW,35883,5080,18.43
2017,Asia,China,Nissan,15540,2539,9.78
2023,Asia,India,Volkswagen,25687,3423,24.69
2021,South America,Brazil,Rivian,63178,9789,2.61
2021,North America,Mexico,Rivian,96896,23305,2.91
2025,Asia,South Korea,Nissan,27025,4052,23.01
2020,South America,Chile,Tesla,38894,3914,16.54
2022,Africa,Egypt,Tesla,91172,18393,8.83
2018,Africa,Egypt,Volkswagen,83046,9759,19.29
2022,North America,Mexico,Nissan,64489,13751,11.87
2018,South America,Brazil,BMW,40152,2464,1.51
2022,Africa,Egypt,Rivian,78010,9083,16.63
2023,North America,Mexico,Nissan,74902,5158,6.83
2017,Oceania,New Zealand,Volkswagen,49700,3333,3.77
2017,North America,USA,Nissan,84322,15319,6.41
2025,Europe,Sweden,Nissan,15515,1971,12.43
2016,Oceania,Australia,Hyundai,61411,13774,2.2
2024,South America,Chile,BMW,92706,14210,22.2
2017,Oceania,Australia,BYD,56721,6186,14.44
2017,Oceania,Australia,Volkswagen,21195,4115,8.03
2019,South America,Brazil,Nissan,25305,4423,17.49
2019,South America,Brazil,Volkswagen,24690,5182,20.3
2016,Africa,Egypt,BYD,8497,1518,15.73
2024,Europe,Sweden,BMW,23252,1939,5.86
2020,South America,Chile,Rivian,18569,3417,3.65
2019,Asia,India,Volkswagen,61985,7953,21.64
2020,Asia,China,Nissan,57791,8242,6.63
2015,Europe,Germany,Rivian,31008,7265,1.48
2019,North America,Canada,BYD,87553,10680,16.43
2023,North America,Canada,Volkswagen,52074,8977,4.67
2024,Asia,China,Kia,52402,6429,24.78
2016,South America,Brazil,BYD,62926,4338,21.87
2015,Europe,France,BMW,9024,1269,15.6
2024,North America,USA,Nissan,10571,1790,21.01
2025,North America,Mexico,Hyundai,41966,5518,12.29
2023,Oceania,New Zealand,BMW,86632,11100,19.92
2024,Asia,China,Rivian,50594,10830,16.52
2023,South America,Chile,Hyundai,75817,4240,1.69
2023,Europe,UK,Nissan,40739,4445,23.77
2020,North America,USA,BYD,48060,10205,21.66
2022,Oceania,Australia,Kia,46424,10868,23.88
2025,Asia,Japan,Kia,55042,7290,18.55
2015,Asia,China,Volkswagen,92875,21153,10.89
2024,Europe,Sweden,Rivian,49764,4468,5.97
2018,North America,Mexico,BMW,68299,6439,5.32
2015,Europe,Germany,BMW,91038,19959,4.48
2022,Europe,UK,Rivian,38522,8885,6.29
2015,Africa,South Africa,BMW,91678,8669,14.22
2017,Oceania,New Zealand,Tesla,36079,2232,17.41
2018,Asia,India,Kia,13071,889,8.54
2022,Africa,Egypt,Kia,83253,8514,14.17
2020,South America,Chile,Nissan,48725,9856,9.19
2024,Asia,South Korea,Tesla,7727,1174,17.72
2021,Asia,India,BMW,41689,5883,24.72
2022,Oceania,Australia,BMW,14707,2453,17.54
2016,South America,Chile,Rivian,78708,17948,2.42
2024,North America,USA,Hyundai,53906,3670,12.45
2025,South America,Chile,Volkswagen,42283,7989,19.49
2022,North America,Canada,Tesla,86087,20261,14.01
2017,South America,Brazil,Volkswagen,29379,2722,23.83
2021,Europe,Sweden,BYD,29345,6384,2.31
2017,South America,Brazil,Volkswagen,10515,1993,7.99
2021,Africa,Egypt,Kia,83461,4414,6.3
2025,Africa,Egypt,Nissan,21996,2118,19.42
2016,Oceania,Australia,BYD,1207,206,13.57
2024,North America,USA,BYD,18267,2748,4.32
2020,Asia,India,Rivian,26967,4195,7.85
2017,Oceania,New Zealand,Nissan,83722,8069,13.54
2017,Africa,Egypt,BMW,7618,1409,24.91
2023,Africa,South Africa,Kia,64384,6649,9.74
2021,North America,Mexico,Rivian,11713,1497,4.76
2019,Africa,South Africa,Hyundai,97521,12071,12.93
2024,Africa,South Africa,BMW,81537,15035,8.44
2021,North America,Mexico,Volkswagen,9368,637,14.58
2023,Africa,South Africa,BMW,52216,4757,12.2
2015,Asia,China,Tesla,95369,8592,17.55
2021,Europe,Germany,Rivian,43023,3084,22.94
2020,Oceania,Australia,BYD,34528,3159,5.81
2024,Asia,China,BYD,11045,1893,20.71
2023,Asia,India,Kia,857,168,23.78
2015,Europe,Sweden,Volkswagen,22288,4057,9.97
2018,Oceania,New Zealand,Rivian,17302,2509,3.73
2023,Asia,China,BYD,55239,3341,20.73
2018,Africa,Egypt,Rivian,86375,20885,17.83
2024,Europe,Norway,Hyundai,2093,175,6.11
2017,Oceania,New Zealand,Hyundai,5102,937,11.69
2023,South America,Chile,Volkswagen,75613,17585,14.87
2016,North America,Canada,Rivian,96365,18266,5.08
2018,Africa,South Africa,Hyundai,11443,1071,18.16
2020,Europe,UK,Nissan,33512,3792,17.56
2016,North America,USA,Volkswagen,70608,3956,22.29
2022,South America,Brazil,Kia,16750,2890,14.61
2022,Asia,China,Hyundai,82669,14268,14.78
2015,Asia,China,Rivian,44553,8692,15.87
2017,Oceania,New Zealand,Tesla,39888,2082,7.57
2024,Europe,UK,Tesla,92207,19692,19.21
2023,Europe,Norway,BMW,71905,14218,16.9
2019,Oceania,New Zealand,BMW,72007,5629,21.14
2020,North America,Mexico,Kia,50162,5995,19.45
2018,Asia,India,Volkswagen,61811,10984,16.33
2024,Asia,South Korea,BMW,79993,11931,4.86
2016,Europe,Sweden,BMW,72004,5257,23.06
2025,Europe,Germany,Tesla,87289,5889,9.81
2022,Oceania,Australia,BMW,91977,18974,24.14
2025,South America,Brazil,Rivian,57157,4640,10.64
2020,North America,USA,Tesla,73683,6220,4.5
2019,Africa,South Africa,Hyundai,25999,5620,22.24
2023,South America,Chile,Hyundai,32285,5566,20.08
2015,South America,Brazil,Kia,82493,14101,19.87
2019,Europe,UK,Nissan,75036,10945,3.15
2020,Europe,Germany,BMW,52530,8604,22.1
2019,Europe,UK,Hyundai,38409,6543,15.31
2020,South America,Brazil,Hyundai,35394,8620,12.29
2020,North America,USA,Volkswagen,84624,8004,22.92
2021,Europe,Germany,Kia,72506,6736,16.98
2018,Asia,Japan,Rivian,15973,981,4.19
2025,North America,Canada,BYD,82197,14930,13.47
2022,Asia,China,BYD,20563,3286,16.28
2021,North America,Canada,Kia,78944,5703,22.57
2023,Europe,France,Tesla,12350,1517,7.72
2021,Africa,Egypt,Nissan,1484,127,20.06
2017,Oceania,New Zealand,Volkswagen,50950,5925,20.2
2017,Europe,Norway,Volkswagen,57200,13742,4.07
2022,South America,Chile,Kia,73223,13668,1.41
2019,Africa,Egypt,Rivian,93892,4836,14.95
2018,South America,Brazil,BYD,20839,2094,19.95
2022,North America,Mexico,Nissan,38981,2029,14.31
2020,South America,Brazil,Hyundai,64851,12514,20.52
2016,Africa,Egypt,Kia,53339,7674,15.94
2018,Africa,South Africa,Tesla,64736,16106,16.68
2025,Europe,Norway,Nissan,80119,15760,1.68
2018,Asia,China,BYD,48787,7492,3.13
2020,Europe,Sweden,Hyundai,60806,12826,18.4
2020,North America,Mexico,Kia,52697,10063,19.31
2015,South America,Chile,Volkswagen,25935,2561,14.01
2022,Asia,India,BMW,68121,10630,15.16
2020,Oceania,Australia,Volkswagen,31337,5051,15.74
2017,Africa,South Africa,Rivian,82219,11530,3.52
2023,Asia,China,Rivian,35995,3089,17.03
2016,Asia,India,Volkswagen,99180,9389,12.48
2025,Europe,Norway,Hyundai,40260,4275,15.46
2022,Oceania,Australia,BYD,22584,1175,14.52
2024,Africa,South Africa,Kia,37958,8858,19.31
2017,North America,USA,BYD,52446,9818,8.65
2019,North America,Canada,BMW,67101,12609,9.96
2020,Asia,Japan,Rivian,69718,11466,10.4
2024,Asia,Japan,Volkswagen,59851,11243,19.3
2020,South America,Brazil,Hyundai,48061,11840,11.35
2018,Oceania,New Zealand,Nissan,50703,6440,5.25
2017,Africa,South Africa,Nissan,98524,18966,24.59
2018,Asia,Japan,Hyundai,97496,11885,12.84
2015,South America,Brazil,Rivian,9320,2058,3.62
2018,Oceania,New Zealand,Nissan,57732,12793,17.09
2015,Africa,Egypt,Volkswagen,19257,4437,18.74
2015,North America,Mexico,Rivian,47088,2405,13.01
2024,South America,Chile,Kia,89182,9777,16.51
2020,Oceania,Australia,Hyundai,8558,657,5.14
2019,South America,Brazil,Hyundai,88888,12515,9.83
2025,Asia,China,BYD,80154,11950,4.88
2018,Europe,Germany,Tesla,37242,3768,10.29
2025,North America,Canada,BYD,72695,14152,14.51
2017,Asia,China,Nissan,57480,5975,11.62
2015,Asia,China,Tesla,70877,15648,15.24
2020,Oceania,New Zealand,Hyundai,18835,1610,13.04
2016,South America,Brazil,Nissan,47851,5907,8.63
2022,North America,Canada,Rivian,86341,15061,4.44
2024,Asia,China,BMW,69460,11882,7.06
2019,Oceania,Australia,Nissan,48001,3149,5.82
2021,North America,USA,Tesla,56377,12360,17.98
2024,South America,Brazil,Tesla,15038,2550,20.68
2016,Asia,India,Hyundai,4269,956,18.29
2022,Africa,South Africa,Kia,32086,7172,16.45
2016,Asia,India,BMW,92483,14721,8.39
2018,Asia,India,Hyundai,86051,19977,18.06
2015,North America,Mexico,BMW,68379,15021,15.52
2019,North America,Canada,BMW,69422,16774,2.13
2023,North America,Canada,Hyundai,52719,11603,22.78
2015,North America,Mexico,Volkswagen,35607,7628,2.92
2023,Oceania,Australia,Nissan,1183,170,13.06
2025,Europe,Norway,Rivian,91487,8453,13.31
2022,Oceania,New Zealand,BYD,67090,15574,21.09
2020,Asia,Japan,BMW,61597,11981,22.91
2021,Oceania,New Zealand,Rivian,89631,9532,23.55
2017,South America,Chile,Volkswagen,63902,7553,14.67
2015,Africa,Egypt,Tesla,86434,16181,17.3
2019,North America,Mexico,Hyundai,24185,3520,3.12
2016,South America,Chile,Kia,66384,4401,12.71
